的	d
蜾	gqi
衄	ncp
褯	jzp
诂	goy
贶	ksb
跞	luz
迮	zrz
鄞	ymc
锶	sij
霈	pmy
靸	sdg
馓	slu
驲	rum
黪	cll
狩	uvq
戍	uyw
漭	mkd
惩	ihr
蒯	kic
牒	dcp
蟠	pki
佃	dnr
遏	ewz
湟	hfd
煅	deh
睃	soo
璜	hfw
猊	noq
腱	jno
倜	tur
缆	lls
殡	bbd
桅	wxm
篙	gkv
邕	ysv
蔼	apc
螳	tji
铌	noj
镴	llj
蚣	gsi
馈	kcu
徇	xor
馗	kbj
撄	yyf
袒	tlp
鳜	gcy
旖	ypf
牦	mln
獐	vhq
襕	lkp
橐	tpg
甥	ugu
窨	ybb
绶	uvs
鼍	tpk
晌	uko
疽	jvb
逵	kbz
嚅	rik
梏	gym
猝	cyq
颉	xct
簌	syv
觊	juu
迳	jtz
钇	ypj
纤	qns
琢	zpw
瓒	zhw
紊	whw
蔗	vwc
趺	fuz
堞	dct
舢	ujv
苴	jvc
蜮	yci
铩	uaj
蚌	bfi
匆	csb
埽	sjt
妩	won
忪	ssx
楪	dcm
裈	kpp
貅	xqv
镧	lkj
骖	cjm
燎	lbh
偾	fdr
堙	ynt
孺	riz
睥	puo
窣	sub
蜩	tvi
铫	ylj
咐	fyk
峨	eru
烽	fgh
礌	lxu
绔	kys
薤	xzc
蚋	rci
蚓	yzi
鄄	jex
酡	tpy
馐	xqu
骍	xym
钐	uhj
憔	qvx
楯	uwm
淆	xvd
潺	ikd
燮	xzh
璩	qbw
糌	zjm
繇	ynv
羧	soy
聒	goe
臃	yso
蕤	rb
褫	ipp
讴	ouy
谌	igy
醢	hsy
锜	qoj
阱	jie
隍	hfe
颙	ydt
飧	spx
鹂	lol
黼	foy
沓	dsu
纶	grs
柞	zim
玢	ffw
镏	lwj
佣	yar
澄	dfd
戗	qsr
繁	ppp
枸	gmm
仃	dyr
仳	ppr
咡	eek
圯	yot
垠	ymt
垡	fsr
帱	inj
怩	nox
曩	nko
柢	dpm
檩	lzm
滦	ltd
牂	zhp
畴	int
畹	wlt
砝	fdu
础	iou
笾	bmv
筢	psv
篝	gbv
纰	pis
绱	ugs
缊	yos
缵	zys
艄	ukv
荬	msc
菟	tyc
蠲	jrb
诋	dpy
跂	qoz
轫	rdi
钷	pqj
锪	hoj
锼	sbj
阍	hpm
韫	yow
馘	gpb
朴	pim
综	zfs
戛	gab
嫚	mjn
碌	lpu
仫	myr
侔	mnr
侘	ilr
偬	zfr
囵	lqk
圊	qyk
圌	ibk
坌	bdf
坬	wat
垟	yjt
垱	dgt
垾	hht
埆	qrt
埝	nnt
堐	yst
堽	ght
塝	bgt
墚	lft
夐	xa
妗	jbn
妘	yqn
妣	bpn
姱	kwn
娓	wcn
娵	jvn
孀	udn
尪	why
屼	wyu
岍	qmu
岣	gmu
峘	htu
帼	gpj
庼	qig
忾	kkx
恂	xqx
悱	fcx
惙	iix
憬	jix
戤	gkn
扂	dnh
捽	zpf
搛	jmf
摈	bbf
擞	smf
敩	xxx
暹	xmz
杄	qmm
栲	kam
洸	gdd
涔	cgd
溚	dsd
溻	tad
溽	ryd
漴	idd
漼	cnd
澉	gld
烔	tdh
烺	lkh
熇	hwh
牁	kep
牿	gyn
猇	xcq
玕	gjw
琔	dnw
瑱	tnw
璈	apw
璪	zaw
痫	xzb
瘃	vib
睽	kbo
矧	uhu
砟	vdu
磉	sku
祲	jbp
窎	dxb
竑	hdl
筦	gyv
箢	yrv
篌	hnv
糨	jsm
绁	xzs
绖	dcs
绠	gjs
缂	kws
缔	dus
缛	rys
翃	hdu
耏	ete
耵	dye
臜	zao
舴	zrv
艟	isv
芠	wgc
茌	ioc
荏	rhc
荪	spc
莞	gyc
萩	qqc
蒎	pkc
蕗	lyc
蘩	fkc
蝻	nli
螋	sbi
螬	cli
蟫	ymi
蠼	qbi
衒	xer
袷	qwp
裉	kdp
褟	tap
襜	ijp
襻	php
诙	hvy
谰	lky
趯	tut
跣	xxz
跬	kn
踦	ypz
躐	lzz
躔	ikz
轪	dki
辋	wki
遨	apz
遴	lmz
鄹	zbe
酤	guy
酩	miy
酴	tiy
醭	biy
鋆	yqt
钌	lbj
钔	mgj
锍	lej
锒	ljj
锿	aij
镤	pij
陞	uge
鞲	gbg
饹	geu
鬘	mke
鲙	kty
鲭	qyy
鹌	and
麑	nol
黇	tmc
婠	wjn
傀	knr
晷	gno
锏	jxj
郧	yqk
咫	vpi
狞	nuq
邴	bib
橼	ytm
魃	bsg
恫	dax
傩	npr
纥	hrs
劾	hrw
姽	gnn
佝	gbr
苌	ijc
亸	dqw
隗	wce
悢	lsx
狰	vgq
钽	tlj
伉	kgr
螟	mui
鞘	ukg
蝮	fyi
鹱	hyn
廓	kig
虿	ikw
廙	yug
蝼	lni
蹑	nzz
辚	lmi
镔	bnj
琥	how
骈	pzm
旒	lwf
瑚	hiw
禳	rjp
鲇	nzy
鳟	zpy
恹	yjx
胙	zio
辎	zii
锷	ewj
毐	apt
覃	tkx
缑	gbs
孢	bkz
翱	apb
粜	txi
跄	qsz
阃	kwm
掇	dof
殓	lnd
洮	tld
砧	vfu
谩	mhy
跻	jiz
鋈	wyd
鬲	gra
吩	ffk
啻	iuw
媪	aqn
旄	mlf
纻	vys
鏖	apl
齑	jiq
殷	yjp
帔	pmj
泞	ntd
涢	yqd
狻	srq
盥	gej
褛	lnp
赂	lyb
隰	xoe
鸱	iiu
骠	pxm
钥	yjj
亶	dlw
侈	ipr
墁	mht
妪	ycn
甗	ylh
砫	vyu
籀	vvv
纡	yvs
舄	xuj
衽	rdp
袈	jwl
逡	qpz
铄	uij
铋	buj
锞	kwj
陲	ibe
拶	zlf
岵	hyu
牝	pbn
缫	sks
罨	yls
蜒	yki
蝓	ybi
踉	lsz
踌	inz
逶	wzz
阋	xum
骼	grg
鳊	bmy
鳙	ysy
趄	qzt
仞	rdr
佻	tcr
匦	gnk
媸	iin
嫪	ljn
廒	apg
擐	hef
栝	gwm
歃	ulq
焞	tph
犴	abq
玃	jyq
珣	xqw
畿	jig
疳	gjb
砀	dgu
砬	lsu
秭	zph
稔	rhh
罅	xqf
翂	ffx
翥	vyl
耜	sul
芘	bpc
蓊	wjc
蓐	ryc
蕹	wfc
蝣	yni
袆	hvp
袤	mjy
襁	qgp
讣	fyy
踣	bpz
蹯	fkz
躇	iiz
郯	tkh
鍪	mnm
锨	xmj
髡	kpe
黠	xel
迫	psz
伺	cur
啜	itk
荥	xuc
莨	lgc
络	ljs
苫	uhc
膀	pjo
啁	vkk
啁	vbk
劼	jct
勰	xcl
哿	gtl
唪	fjk
啕	tlk
噀	xok
垧	ukt
墀	iot
媲	pun
崿	ewu
帑	tkn
帨	ucj
廛	ikg
彟	yte
惴	vcx
杪	mbm
椀	wlm
椸	yom
榱	cvm
汭	rcd
泂	jfd
泔	gjd
泖	mad
漓	lod
烠	hbh
熜	csh
犷	ggq
狯	ktq
玿	ulw
珙	gfw
琎	jbw
璮	tlw
瓞	dcg
畛	vht
瘛	iub
硭	mju
硿	kau
祜	hyp
秕	bph
笤	tvv
籼	xmm
缲	qcs
罟	gos
耇	gml
耠	hol
聍	nue
聩	kce
肪	fjo
芟	ujc
芴	wyc
荄	glc
莶	xmc
萑	htc
虢	gpv
蛴	qoi
裒	pny
裢	lzp
裣	lxp
裥	jxp
褊	bxp
詟	vrl
诐	buy
跚	ujz
踬	vuz
蹁	pzz
遘	gvz
钫	fhj
闶	kgm
阗	tzm
髃	ybg
鬈	qte
鳇	hfy
黟	yil
鼗	tlv
什	ugr
脏	zgo
蛤	gri
场	ijt
挣	vgf
唉	aik
露	lyy
塞	swb
阿	eee
扒	psf
炮	plh
埋	mkt
晃	hgo
咽	yjk
臭	xpz
拧	nuf
合	gtr
占	vjb
答	dav
结	jxs
参	cfs
色	usd
读	dvy
圈	jek
片	pmp
降	xfe
累	lct
几	jip
约	yks
哇	wak
绿	lys
爪	vai
们	mgr
朝	vku
强	qgg
少	ujx
冲	iad
难	nhy
无	mpa
跑	plz
解	jzd
别	bzk
车	jva
更	gga
便	pzr
大	dka
哦	oik
见	xnk
打	dsf
说	ucy
要	ykx
与	ycv
了	lba
和	hph
都	dul
将	jsl
着	vky
的	dib
觉	jxx
谁	uby
桧	hcm
簸	biv
犍	qzn
瘩	dsb
芾	fmc
烊	ygh
趄	jvt
钐	ujj
坷	ket
芫	ykc
锔	jvj
骀	dkm
颏	krw
貉	hlv
蹊	qiz
厦	xqi
莨	lfc
㕮	fok
㛚	tfn
㛹	pzn
㟃	siu
㠓	mhu
㤘	vvx
㧐	sff
㫰	lgo
㬊	hyo
㬚	iwo
㭎	ghm
㶲	yah
㿠	hsb
䃅	diu
䅟	clh
䌹	jfs
䎃	rlr
䏝	vro
䏡	uuo
䐃	joo
䗖	dui
䢺	iui
䦃	voj
䲠	ipy
䴘	tii
上	ukb
丽	loa
估	gyr
佖	bur
佤	wdr
佴	nkr
佸	hpr
侂	tor
侴	imr
俍	lfr
俟	qor
俱	jvr
倕	ibr
倥	kfr
倴	bdr
倻	yer
偓	wir
偡	vhr
偭	mxr
傃	syr
傉	nyr
傺	iur
僇	lyr
僔	zwr
儦	bcr
儳	ikr
儴	rjr
冁	ilb
凉	lsd
刷	uqu
刺	ciu
刽	gcr
剕	fmf
剟	doy
劈	ppu
劐	hoc
匼	kek
单	ikb
南	nau
叉	isy
同	tak
吐	tyk
吗	msk
吗	mdk
吲	yzk
吵	ikk
呢	nok
咧	lxk
咪	mpk
哈	hdk
哦	erk
哪	nak
哪	nrk
哼	hgk
啊	ask
啊	adk
啊	alk
喋	vsk
喷	pdk
嗯	ehk
嗯	ejk
嘚	dzk
噂	zwk
囊	nhg
圢	tit
圫	tot
圲	qmt
坉	tqt
坋	fdt
坜	lut
坫	dnt
坰	jst
垍	jut
垎	hwt
垙	gdt
垭	yat
垴	nat
垺	fit
埇	yft
埏	ujt
堌	gyt
堧	rtt
堨	ewt
堼	hft
堾	ipt
塆	wjt
塥	grt
墐	jbt
墦	fkt
夹	gaa
夹	jwa
奘	vgp
妭	bsn
姈	lun
姶	ewn
娀	ssn
娠	ufn
婍	qpn
婘	qtn
婤	vbn
婫	kpn
婻	nhn
媆	ryn
媓	hfn
媛	yen
嫘	lxn
嫜	vhn
嫦	ijn
嫽	lvn
嬥	tbn
孅	xmn
尺	itu
尾	ypu
岞	ziu
崃	lau
崄	xxu
嵲	nzu
嶍	xou
嶟	zpu
差	ciy
帱	djj
并	byb
庱	ijg
廆	wcg
弸	phg
得	dcr
忳	tqx
忺	xmx
怫	fix
恔	jbx
恧	nce
恶	ety
悈	jzx
悝	kvx
悰	cdx
惛	hpx
愃	xrx
愐	mxx
愭	qox
慭	ybl
憭	lbx
戌	qvw
扆	yph
抃	bnf
抢	qdf
抹	mif
拧	ntf
挡	dgf
挦	xzf
挲	sad
捎	ujf
揳	xxf
搁	grf
搒	bgf
搒	phf
摩	mag
摴	iuf
撙	zwf
擞	svf
数	uim
斶	iyj
旞	scf
旴	xvo
旿	woo
昃	zwo
昄	blo
昒	huo
昣	vho
昤	luo
昺	bio
晊	vuo
晐	glo
晱	ulo
暅	gfo
暶	xto
暾	tpo
朏	fco
朓	tbo
杉	uam
枘	rcm
枸	gbm
柖	ulm
柚	ynm
栐	yfm
栒	xqm
栩	xnm
桄	gdm
桄	gsm
桯	tym
棓	bmm
棤	cim
棪	ylm
椅	yim
椆	inm
椹	udm
楒	sim
榅	wfm
榇	idm
榧	fcm
槚	jrm
槜	zcm
槟	bym
槱	ymm
橑	lvm
櫆	kbm
欸	eis
欸	eus
沌	ved
洘	kad
洚	jsd
洣	mpd
洧	wcd
洭	kdd
浈	vfd
浭	ggd
涄	pyd
淙	cdd
溞	skd
溠	vld
溹	sqd
滃	wgd
滆	grd
滉	hsd
滏	fod
潖	psd
瀌	bcd
瀑	bjd
瀼	rjd
瀼	rgd
炅	gco
炌	kkh
炟	dsh
烶	tih
焆	jrh
焌	joh
焌	qvh
煃	knh
煓	trh
熥	tgh
爚	yrh
爟	geh
牚	ifx
牟	mys
牥	fhn
犴	hjq
狃	neq
狉	piq
狳	ybq
狴	buq
猁	luq
猞	ueq
猯	trq
獍	jtq
玞	fuw
玤	bgw
玭	pmw
玶	puw
玼	cpw
珇	zow
珋	lew
珖	gdw
珢	ymw
珦	xsw
珷	wow
琈	fiw
琟	wxw
琡	iyw
瑃	ipw
瑅	tow
瑆	xyw
瑑	vew
瑔	qtw
瑖	dew
瑳	cow
璒	dgw
璲	scw
璺	wdj
瓀	ryw
瓖	xdw
瓘	gew
瓦	wla
畎	qyt
疁	lwt
疭	zab
疸	dlb
痃	xtb
痄	vlb
痼	gyb
瘅	dhb
瘊	hnb
癗	lcb
癯	qbb
盉	hrh
盦	anr
盷	tzo
眵	iio
瞍	smo
矰	zgu
矸	gju
砆	fuu
砉	hwf
砗	ieu
硁	kgu
硇	nlu
硔	gfu
碃	qtu
碡	vnu
碥	bxu
磲	qbu
磻	pku
礓	jdu
礵	udu
祃	mlp
祊	bgp
祏	uop
祾	lup
禒	xxp
禘	dup
秘	buh
秸	jxh
稃	fuh
稑	lyh
稹	vhh
穙	pih
竘	qnl
笯	niv
笱	gmv
笸	pqv
笼	lfv
筇	qdv
筠	jpv
筤	ljv
筻	ggv
篑	kcv
篚	fcv
篪	iov
簃	yov
簝	lvv
簠	fov
簰	pav
粘	nzm
纩	kss
纭	yqs
纼	vds
经	jts
缉	qis
缧	lxs
缩	sys
缪	mps
羰	thy
翯	hwx
耖	ijl
耥	thl
肷	qxo
胂	udo
胈	bso
胣	ipo
脟	lzo
脶	lpo
腒	jvo
腠	cvo
腨	ueo
膙	jgo
臑	njo
艨	mhv
芄	wkc
芏	dyc
芯	xbc
苠	mmc
苧	nuc
茈	zpc
茋	dpc
茓	xyc
茳	jdc
茼	tdc
茽	vac
荙	dsc
荨	qzc
荽	svc
莝	cic
莴	woc
莿	cuc
菝	bsc
菹	zuc
萏	dhc
萣	dtc
葜	qwc
葰	sqc
蒇	ilc
蒈	ksc
蒡	bgc
蓏	lqc
蓢	lkc
蓿	xvc
蔀	byc
蔈	pxc
蔊	hlc
蔹	lxc
薁	aic
薄	bic
薿	npc
藨	bcc
蘘	rjc
虷	gji
虷	hki
虸	zpi
虹	jsi
蚄	fhi
蚆	bai
蚲	pui
蛃	bii
蛑	mni
蛘	yji
蛞	kii
蛱	jei
蛸	uki
蜎	yri
蜚	fzf
蜣	qdi
蜿	wji
螵	pci
螽	vsd
蟛	phi
衃	pzp
衎	khr
衩	ilp
袗	vhp
裰	dop
裼	tup
襚	scp
觃	yhj
觇	ijv
讧	hay
讻	xsy
诇	xay
豁	hib
貆	htv
赒	vbb
赗	ffb
赜	zri
赳	jqt
趱	zlt
趵	bjz
趼	jxz
踒	woz
蹅	idz
蹐	joz
蹒	pkz
轳	lii
轷	hui
辀	vbi
辌	lfi
辒	wfi
过	goz
迺	nsz
逭	hez
邗	hkg
邡	fhf
邿	uit
郎	lgl
郾	ylk
鄗	hjw
鄠	hyy
酂	zhn
酏	ypy
酦	poy
钢	ggj
铷	rij
锫	pxj
锳	yyj
镄	fmj
镅	mxj
镎	nsj
镩	crj
阽	dne
隃	uye
隩	aie
雊	gvj
雱	phy
靽	bhg
鞅	yhg
鞅	ygg
鞒	qvg
鞔	mkg
鞡	lag
鞮	dig
鞳	tlg
韂	ihg
韪	wco
顸	hjg
颥	riy
馌	ywu
骅	hem
骎	qnm
骕	sym
髢	doe
髫	tve
髽	vwe
鬒	vhe
魆	xvg
魋	tbg
鱾	jpy
鲗	zxy
鲬	yfy
鲴	gyy
鲿	ijy
鳁	wfy
鳂	wzy
鳑	pjy
鸧	chl
鸼	vbv
鹨	lpx
鹯	vjw
麇	qql
麹	qvf
黢	qvl
黩	dil
鼒	zic
齇	vaz
鿍	ggt
鿏	mkj
𠅤	xow
𠳐	bhk
𥕢	clu
𥖨	zju
𦈡	xvs
𦝼	lno
𦰡	nlc
𨐈	gdi
𨟠	qro
𨱏	daj
𨱔	zpj
𩾌	khy
𪣻	lnt
𪨶	ueu
𫍲	xby
𫐐	noi
𫐓	rni
𫑡	mhk
𫓧	fuj
𫓶	xrj
𫗧	syu
𫘨	tom
𫚖	cpv
𫛭	kfq
𫞩	mgw
𫟅	lfs
𫟹	hdj
𫟼	dsj
𫠆	knv
𫠜	nov
𫢸	dhr
𫭟	out
𫭼	llt
𫰛	xun
𫷷	xng
𬇙	bmd
𬇹	gpd
𬉼	ooh
𬊈	xqh
𬊤	ilh
𬍡	dgd
𬘓	xqs
𬘘	dls
𬘩	tys
𬘭	ifs
𬘯	vws
𬙊	mis
𬞟	pmc
𬟽	dsi
𬣞	voy
𬣳	hhy
𬬭	lqj
𬬸	uyj
𬬹	ugj
𬬻	lij
𬭁	moj
𬭚	iqj
𬭤	hnj
𬭩	wgj
𬭬	hcj
𬭯	pvj
𬭶	hzj
𬭸	lmj
𬭼	scj
𬮿	gke
𬯎	tbe
𬴂	fzm
𬴃	hom
𬶋	jvy
𬶏	wxy
𬶠	lny
𬸣	xmb
〇	xyv
㐁	tna
㐄	kqu
㐌	yop
㐜	inq
㐬	lws
㐭	lzw
㐳	wyr
㐷	mdr
㐺	ymr
㐻	nmr
㐼	ifr
㑃	aqr
㑌	kdr
㑌	whr
㑎	nar
㑔	xnr
㑞	ytr
㑟	bjr
㑣	lkr
㑤	mvr
㑰	hcr
㑱	rar
㑶	xur
㑻	mlr
㑿	vjr
㒀	vlr
㒀	vdr
㒃	eer
㒍	lxr
㒎	slr
㒓	tlr
㒔	uir
㒔	tyr
㒗	tar
㒙	mzr
㒛	dxr
㒝	wlr
㒟	nbr
㒥	fgr
㒲	car
㒳	lgk
㒴	gor
㒵	mjb
㒸	scb
㒿	loo
㓈	btd
㓋	gad
㓞	qqf
㓠	dxv
㓡	gwf
㓣	qqr
㓤	qqt
㓦	blb
㓧	gjr
㓭	uro
㓱	tnr
㓸	dby
㓹	cci
㓹	jui
㔀	lro
㔃	xts
㔋	jmi
㔋	lki
㔌	zve
㔌	cme
㔍	iwv
㔏	lqu
㔑	iuc
㔓	jxq
㔕	joq
㔘	iyi
㔙	bgb
㔜	bsv
㔠	xwo
㔦	yky
㔩	ewb
㔪	lob
㔭	iwb
㔯	xtk
㔰	hhk
㔶	glk
㔾	xmv
㔾	jcv
㔿	zva
㕆	hyi
㕇	lai
㕉	kwi
㕊	fui
㕌	aui
㕐	xvi
㕐	xzi
㕒	wzi
㕕	hes
㕚	vay
㕜	upv
㕟	kcb
㕟	ktb
㕡	hrb
㕦	hqk
㕨	fhk
㕫	fkk
㕫	fgk
㕬	sak
㕭	aok
㕯	nwn
㕵	gpk
㕶	ez
㕶	ej
㕹	fsk
㖁	lbk
㖃	hmk
㖇	etk
㖐	wck
㖑	xzk
㖖	nzx
㖘	vfk
㖞	wlk
㖟	uvk
㖢	qok
㖣	tvk
㖦	dfk
㖧	hpk
㖨	lyk
㖭	txk
㖷	uok
㖸	nwk
㖹	pfk
㖹	fdk
㖺	iwk
㖻	rvk
㖿	yrk
㗌	vuk
㗑	blk
㗕	gvk
㗕	gbk
㗥	kik
㗫	qzk
㗰	cdk
㗷	ssk
㗿	hrk
㘂	cok
㘇	rdk
㘈	npk
㘐	pjk
㘓	lkk
㘢	wjk
㘨	nzt
㘪	hjt
㘷	aut
㘸	zgd
㘺	fst
㙀	lpt
㙁	mxt
㙁	myt
㙂	wft
㙅	bat
㙇	iyt
㙈	xqt
㙊	vgt
㙓	kbt
㙔	wct
㙔	hkt
㙗	wzt
㙚	xyt
㙛	bot
㙟	lkt
㙩	lvt
㙸	bjt
㙺	gct
㙾	xut
㚂	ngt
㚃	ypt
㚆	fyw
㚇	zsx
㚊	klx
㚌	hqx
㚍	knx
㚖	zrb
㚗	qcd
㚢	nir
㚣	xvn
㚫	sln
㚬	jpn
㚱	qqn
㚲	dxn
㚲	dnn
㚴	byn
㚷	eyn
㚹	len
㚽	qbg
㚿	pln
㛁	pgn
㛂	nqn
㛄	yin
㛆	dqn
㛍	xxn
㛍	xen
㛏	qwn
㛐	smn
㛒	dvn
㛔	fgn
㛔	phn
㛖	son
㛗	qxn
㛗	zon
㛘	pin
㛙	xnn
㛚	yfn
㛛	xbn
㛝	bmn
㛥	tln
㛦	lln
㛨	qgn
㛬	lyn
㛯	ven
㛱	wzn
㛲	fln
㛴	nan
㛵	ign
㛶	thn
㛼	ian
㛼	uln
㜃	lnn
㜄	xqn
㜆	mun
㜇	hcn
㜇	ywn
㜈	mym
㜊	vln
㜌	nmt
㜌	kvt
㜍	tjn
㜕	lzn
㜖	cln
㜗	cjn
㜗	sfn
㜘	qcn
㜘	isn
㜜	ain
㜝	azn
㜞	cki
㜣	rkn
㜤	nxn
㜤	txn
㜧	yrn
㜪	ufl
㜮	lhn
㜮	lkn
㜳	hun
㜴	mfn
㜷	xxg
㜹	qbn
㜼	von
㝂	vwz
㝃	mxz
㝈	ltx
㝋	lbb
㝍	xvb
㝎	dtb
㝗	ljb
㝘	ydb
㝝	lmb
㝟	mlb
㝡	zcb
㝥	mpb
㝧	whb
㝩	khb
㝯	qvb
㝰	mzb
㝱	mfb
㝵	drd
㝵	aud
㝶	aus
㝹	nnu
㝽	iby
㝾	zqy
㝿	bqy
㞁	yjy
㞂	tny
㞂	tcy
㞎	bdu
㞎	pau
㞗	qwu
㞞	sdu
㞪	nle
㞲	yau
㞶	mzu
㞷	hfc
㞻	hju
㞽	xru
㟀	lzh
㟂	mou
㟄	xfu
㟆	heu
㟊	fiu
㟍	lju
㟎	tnu
㟖	ldu
㟘	tvu
㟙	zru
㟛	zhu
㟝	pxu
㟞	vhu
㟟	xsu
㟩	mmm
㟬	smu
㟰	miu
㟼	apu
㟽	bbu
㟽	bcu
㠅	fyu
㠈	rou
㠑	zcu
㠗	aiu
㠙	hlu
㠜	nuu
㠝	ct
㠟	lou
㠡	nbu
㠢	huu
㠭	vlg
㠯	ypk
㠸	kyj
㠺	mvj
㡁	krj
㡄	xqj
㡅	nqj
㡇	vrj
㡉	xzj
㡋	anj
㡏	xvj
㡏	tnj
㡙	bij
㡪	ncj
㡭	juv
㡯	vag
㡱	jeg
㡲	htg
㡳	vpg
㡸	isg
㡽	vjg
㡿	iug
㢀	cug
㢁	ipg
㢁	upg
㢂	ylg
㢂	dvg
㢊	ypg
㢍	yig
㢎	vrg
㢓	yag
㢔	zfg
㢙	qmg
㢚	log
㢡	jgp
㢨	hhg
㢩	dug
㢵	uwg
㢻	rcg
㢼	bzg
㢽	eyg
㣂	ewg
㣅	zhg
㣈	suh
㣌	uhv
㣎	myb
㣒	cfb
㣚	tfr
㣝	ssr
㣞	dpr
㣣	uhr
㣪	hyr
㣬	qur
㣱	zrr
㣲	wxr
