的	debu
𡒍	jc
𢀓	jc
𢚆	jc
𣍇	jc
𣶝	jc
𤔋	jc
𤖵	jc
𤷢	jc
𥂃	jc
𥉁	jc
𥬙	jc
𥲜	jc
𥴪	jc
𦊐	jc
𦗻	jc
𦟳	jc
𦼈	jc
𧂜	jc
𧇽	jc
𧝲	jc
𧣒	jc
𧣻	jc
𧲋	jc
𧸧	jc
𨸰	jc
𩉸	jc
𩜃	jc
𩧒	jc
𩰤	jc
𩴘	jc
𩿝	jc
𪁥	jc
㘌	jc
㜘	jc
㠪	jc
㨿	jc
㩀	jc
㬬	jc
䛯	jc
䱟	jc
䵕	jc
䶙	jc
乬	jc
倶	jc
劇	jc
勮	jc
埧	jc
埾	jc
壉	jc
姖	jc
屨	jc
巪	jc
怇	jc
愳	jc
懅	jc
懼	jc
拠	jc
昛	jc
歫	jc
洰	jc
烥	jc
窶	jc
簴	jc
粔	jc
耟	jc
虡	jc
蚷	jc
詎	jc
豦	jc
躆	jc
邭	jc
鉅	jc
鐻	jc
颶	jc
駏	jc
鮔	jc
𠃥	jn
𠔖	jn
𡢒	jn
𢤫	jn
𢯺	jn
𣌬	jn
𥄷	jn
𥈋	jn
𥯔	jn
𥴧	jn
𦇙	jn
𦞇	jn
𧺹	jn
㐦	jn
䃊	jn
䄔	jn
䢹	jn
挙	jn
擧	jn
椇	jn
榘	jn
櫸	jn
欅	jn
聥	jn
舉	jn
襷	jn
齟	jn
𠟰	jv
𠤄	jv
𠮑	jv
𠰾	jv
𡨢	jv
𡫬	jv
𡱾	jv
𡸘	jv
𡸨	jv
𣻐	jv
𥘮	jv
𥪏	jv
𥷚	jv
𦀣	jv
𦛓	jv
𦜛	jv
𦱅	jv
𧵞	jv
𨁺	jv
𨛮	jv
𨧙	jv
𨨠	jv
𩋜	jv
𩍸	jv
𪂓	jv
𪗖	jv
㐝	jv
㞐	jv
㪺	jv
䢸	jv
凥	jv
匊	jv
婮	jv
抅	jv
梮	jv
檋	jv
毩	jv
毱	jv
涺	jv
罝	jv
艍	jv
蜛	jv
諊	jv
跔	jv
踘	jv
躹	jv
陱	jv
駒	jv
鮈	jv
鴡	jv
鶋	jv
苴	iscq
𡕖	jn
𡕖	fh
拘	gzfk
袓	jc
袓	jp
𪀏	jc
𪀏	jq
𦥑	jb
𦥑	jn
據	jc
據	jv
鋸	jc
鋸	jv
沮	jcdq
鋦	jv
鋦	jb
岨	jneq
跙	jv
跙	jc
跙	qo
䈮	jn
䈮	jc
䈮	wl
𥇛	jv
𥇛	jc
𥇛	xu
繘	jb
繘	jy
㳥	jc
㳥	la
𪧘	jc
𪧘	lx
寠	jc
寠	lx
貗	jc
貗	lx
䗇	jb
䗇	qb
𤢓	jc
𤢓	qb
䅓	jn
䅓	qc
𩍔	jv
𩍔	qv
䆽	jc
䆽	qb
䆽	qu
𡥶	jc
𡥶	ri
眗	jv
眗	xv
眗	kz
𣎛	jb
𣎛	xr
𥢧	jb
𥢧	yu
䣰	jc
䣰	ye
䶥	jn
䶥	va
㞫	jc
㞫	zc
𨝮	jc
𨝮	zz
𠔉	je
𠢚	je
𡘰	je
𡡀	je
𢍏	je
𢎥	je
𣙢	je
𣚓	je
𣜨	je
𣬏	je
𤲨	je
𤺻	je
𥆞	je
𥱽	je
𦌾	je
𦳽	je
𦼱	je
𧯦	je
𨆈	je
𨤑	je
𩏹	je
㢧	je
㢾	je
㪻	je
䄅	je
䌸	je
䖭	je
䡓	je
劵	je
奆	je
慻	je
淃	je
獧	je
睊	je
睠	je
絭	je
絹	je
罥	jeso
羂	je
腃	je
蔨	je
餋	je
𡫂	jy
𢋄	jy
𤎱	jy
𦊌	jy
𧕲	jy
𨹵	jy
𩏗	jy
㷷	jy
呟	jy
埍	jy
臇	jy
菤	jy
錈	jy
龹	jy
𠡶	jr
𡱑	jr
𢝓	jr
𥅬	jr
𦬾	jr
𦮻	jr
𧎖	jr
𨌫	jr
𩎳	jr
𩔱	jr
捐	jr
䅌	jr
䣺	jr
䥴	jr
勬	jr
姢	jr
脧	jr
裐	jr
鎸	jr
鐫	jr
𣬋	je
𣬋	ii
𦦽	je
𦦽	fh
鋑	jr
鋑	jm
鋑	cr
𩜇	je
𩜇	jy
巻	je
巻	jy
帣	je
帣	jy
勌	je
勌	jr
瓹	je
瓹	jr
惓	je
惓	qt
弮	je
弮	qr
捲	jy
捲	qt
𥁠	je
𥁠	qt
𥁠	qr
䳪	je
䳪	tt
䚈	je
䚈	wy
䚈	ve
𧭦	je
𧭦	xr
讂	je
讂	xr
焆	ywho
㯞	je
㯞	yr
朘	jr
朘	zv
𠀔	jy
𠄑	jy
𠊬	jy
𠎮	jy
𠔌	jy
𠢤	jy
𠨊	jy
𠫃	jy
𠶸	jy
𡈅	jy
𡚠	jy
𡲗	jy
𡳾	jy
𢁪	jy
𢎹	jy
𢏷	jy
𢖦	jy
𢨏	jy
𢩯	jy
𣅞	jy
𣅡	jy
𣅲	jy
𣖬	jy
𣬎	jy
𤛦	jy
𤞴	jy
𤟎	jy
𤹋	jy
𤼗	jy
𥆌	jy
𥏘	jy
𥕲	jy
𥛯	jy
𥤘	jy
𥾮	jy
𦁐	jy
𦏅	jy
𦓐	jy
𦛲	jy
𦠒	jy
𦪘	jy
𧍕	jy
𧗫	jy
𧝃	jy
𧣸	jy
𧤼	jy
𧥎	jy
𧮫	jy
𧺐	jy
𧾵	jy
𧿺	jy
𨊿	jy
𨏹	jy
𨬐	jy
𨰜	jy
𨼎	jy
𨼱	jy
𩊺	jy
𩏺	jy
𩓻	jy
𩧏	jy
𩧡	jy
𩪗	jy
𩰨	jy
𪁠	jy
𪈴	jy
𪖜	jy
𪚅	jy
𪱖	jy
𫞝	jy
𫟔	jy
㔢	jy
㩱	jy
㷾	jy
㸕	jy
㹟	jy
㻕	jy
䀗	jy
䇶	jy
䍊	jy
䐘	jy
䘿	jy
䞷	jy
䠇	jy
䡈	jy
䦆	jy
䦼	jy
亅	jy
刔	jy
匷	jy
噊	jy
孒	jy
崫	jy
嶥	jy
彏	jy
憠	jy
憰	jy
戄	jy
挗	jy
橜	jy
欮	jy
氒	jy
決	jy
灍	jy
焳	jy
熦	jy
爑	jy
爴	jy
玨	jy
瑴	jy
瘚	jy
矡	jy
絕	jy
絶	jy
臄	jy
芵	jy
蕝	jy
虳	jy
蟨	jy
蟩	jy
觮	jy
觼	jy
訣	jy
譎	jy
貜	jy
赽	jy
趉	jy
蹷	jy
躩	jy
鈌	jy
鐍	jy
鐝	jy
钁	jy
鴂	jy
鴃	jy
鷢	jy
𣨢	jr
𥈾	jr
䞵	ju
𢱺	jt
𢴭	jt
屩	jt
屫	jt
撧	jt
𠜾	jy
𠜾	gc
𧽸	jy
𧽸	gc
嶡	jy
嶡	gc
趹	jy
趹	gc
𡾜	jy
𡾜	hi
櫭	jy
櫭	ju
斍	jy
斍	jb
覐	jy
覐	jb
覚	jy
覚	jb
覺	jy
覺	jb
撅	jyfr
𧱝	jy
𧱝	jt
䝌	jy
䝌	jt
䋉	jy
䋉	kt
䋉	xy
㭈	jy
㭈	kj
駃	jy
駃	kj
㰐	jy
㰐	kb
㰐	lr
㰐	tn
㰐	tq
㔃	jy
㔃	pu
䏣	jy
䏣	qc
䏣	qv
𢔱	jy
𢔱	qr
蚗	jy
蚗	qt
䁷	jy
䁷	wi
䙠	jy
䙠	wi
噱	jyku
䖼	jy
䖼	xr
泬	jy
泬	xr
疦	jy
疦	xr
㤜	jy
㤜	yc
㟲	jy
㟲	yt
㭾	jy
㭾	yr
䆕	jy
䆕	yr
䆢	jy
䆢	yr
弡	jy
弡	vh
𠄌	jy
𠄌	vc
㓸	jy
㓸	vp
捔	jy
捔	vp
䏐	jy
䏐	vi
䟾	ju
䟾	vp
𠨢	jt
𡺲	jt
𤮪	jt
𥇘	jt
𥚂	jt
𥜮	jt
𥡣	jt
𦴌	jt
𦵼	jt
𧯖	jt
𨌘	jt
𨛐	jt
𨲄	jt
𨶊	jt
𪍁	jt
𪕞	jt
㑺	jt
㴫	jt
㻒	jt
㽙	jt
䇹	jt
䕑	jt
䜭	jt
䝍	jt
儁	jt
呁	jt
埈	jt
寯	jt
懏	jt
攟	jt
棞	jt
燇	jt
箟	jt
蜠	jt
賐	jt
陖	jt
餕	jt
馂	jt
駿	jt
鵔	jt
鵕	jt
鵘	jt
𢉦	ji
𠀹	jy
𠣕	jy
𢻸	jy
𤉙	jy
𦇘	jy
𦌺	jy
𧽔	jy
㚬	jy
桾	jy
汮	jy
皸	jy
皹	jy
碅	jy
蚐	jy
袀	jy
覠	jy
軍	jy
鈞	jy
銁	jy
銞	jy
鍕	jy
頵	jy
鮶	jy
麏	jy
麕	jy
隽	jtrn
雋	jt
雋	je
㒞	jt
㒞	kt
攈	jt
攈	pq
箘	jt
箘	qy
㓴	jt
㓴	ry
㕙	jt
㕙	rc
濬	jt
濬	xt
姰	jy
姰	xu
㝦	jt
㝦	ys
𧥺	jt
𧥺	yt
佧	kdrb
垰	kd
裃	kd
鉲	kd
䘔	ka
𡳂	ks
𢢚	ks
𤉫	ks
𤐩	ks
𥎆	ks
𩫀	ks
𪸬	ks
䡷	ks
勓	ks
烗	ks
鎎	ks
𢋝	kg
𥃣	kg
𥏪	kg
𦫼	kg
𩘥	kg
䁗	kg
䐩	kg
䒓	kg
凱	kg
剴	kg
塏	kg
愷	kg
暟	kg
輆	kg
鍇	kg
鎧	kg
闓	kg
颽	kg
𡙓	kd
𢔡	kd
𢾆	kd
𤡲	kd
𥻄	kd
𦂄	kd
𨴆	kd
𫟺	kd
㚊	kd
奒	kd
鐦	kd
開	kd
欬	ks
欬	au
嵦	kg
嵦	ao
𤻜	ks
𤻜	ew
嘅	kgkv
嘅	gtkv
𦈲	kd
𦈲	go
㡁	kg
㡁	kz
忾	xuxq
愾	ks
愾	xu
𠢲	kg
𠢲	xo
𡶪	kh
𢙮	kh
𣊟	kh
𧯰	kh
𨒞	kh
𪉯	kh
㸔	kh
䀍	kh
矙	kh
鬫	kh
𠝲	kl
𡸞	kl
𣣒	kl
𣽌	kl
𥑫	kl
𥦔	kl
𧇦	kl
𧱄	kl
𨍜	kl
𩐬	kl
𩒃	kl
𩓟	kl
㸝	kl
偘	kl
冚	klbe
惂	kl
輡	kl
轗	kl
顑	kl
𡺗	kj
𢦟	kj
𣓁	kj
𦞖	kj
𧡵	kj
栞	kj
龕	kj
闞	kh
闞	hl
𥤱	kl
𥤱	hj
竷	kl
竷	kh
䘓	kh
䘓	kx
歁	kl
歁	kw
欿	kl
欿	qn
凵	kl
凵	qx
𩑟	kj
𩑟	qm
𩜱	kl
𩜱	sl
𥍓	kh
𥍓	yl
䶫	kl
䶫	yk
䶫	yh
嵁	vhev
𢴦	kj
𥒳	kg
𪎵	kg
㰠	kg
匟	kg
囥	kg
鈧	kg
𠻞	kk
𡻚	kk
𣔛	kk
䡉	kk
𠾨	kh
𡵻	kh
𤮊	kh
𥉽	kh
𥕎	kh
𥹺	kh
𨀫	kh
𨂟	kh
𨄗	kh
𨝎	kh
𨻷	kh
㝩	kh
㱂	kh
嫝	kh
嵻	kh
槺	kh
漮	kh
砊	kh
穅	kh
躿	kh
鏮	kh
鱇	kh
犺	kg
犺	gk
邟	kg
邟	hj
忼	kh
忼	hg
粇	kh
粇	jk
闶	khmj
閌	kh
閌	kg
𨎍	kh
𨎍	la
𡭳	kx
𧋓	kx
𨘴	kx
䐧	kx
銬	kx
鮳	kx
鯌	kx
鲓	kx
𣧏	kb
𣨻	kb
𣩅	kb
𥬯	kb
𥹬	kb
䯪	kb
攷	kb
𩩾	kc
𫝲	kc
䯌	kc
髛	kc
𩝝	kx
𩝝	gc
𣐊	kb
𣐊	jb
洘	kxdv
嵪	kc
嵪	qn
丂	kb
丂	qz
丂	yb
翗	kr
𠅔	kw
𠅡	kw
𠡜	kw
𠡤	kw
𠢹	kw
𠩧	kw
𠪒	kw
𠪟	kw
𠳭	kw
𠶲	kw
𠷄	kw
𡃈	kw
𡞢	kw
𢩏	kw
𢾩	kw
𣲊	kw
𣹇	kw
𤛗	kw
𥊉	kw
𥔽	kw
𥦨	kw
𥯚	kw
𧈗	kw
𧛾	kw
𧜡	kw
𧠋	kw
𩭽	kw
𩰻	kw
𩱘	kw
𪃭	kw
𪧒	kw
𫟭	kw
㕉	kw
㤩	kw
㾧	kw
䙐	kw
勀	kw
勊	kw
堁	kw
娔	kw
愙	kw
碦	kw
緙	kw
艐	kw
衉	kw
課	kw
錁	kw
騍	kw
𢩐	kt
𢼐	kt
𪓮	kt
㐓	kt
㞹	kt
㪡	kt
㪼	kt
敤	kt
渇	kt
𠏀	ke
𠲙	ke
𡸡	ke
𡻘	ke
𢩘	ke
𣧤	ke
𤖇	ke
𥃕	ke
𥝹	ke
𥠁	ke
𧎗	ke
𧨵	ke
𧵛	ke
𧿫	ke
𨍰	ke
𨏿	ke
𨢸	ke
𩏭	ke
𩜭	ke
𪍎	ke
𪝙	ke
𪽇	ke
嵙	ke
榼	ke
樖	ke
牱	ke
犐	ke
礚	ke
萪	ke
薖	ke
蚵	keik
趷	ke
醘	ke
鈳	ke
钶	ke
頦	ke
顆	ke
𣩄	kw
𣩄	au
峇	kw
峇	ba
𥧇	ke
𥧇	iv
搕	ke
搕	ew
痾	ke
痾	ee
𤸎	kt
𤸎	hs
𠛳	kw
𠛳	hr
苛	heck
礊	kw
礊	hi
嵑	kt
嵑	jq
嶱	kt
嶱	jq
軻	ke
軻	kt
㪙	kt
㪙	kw
㪙	ki
𡱼	kw
𡱼	kz
㵣	kt
㵣	lq
砢	ke
砢	lq
揢	kr
揢	qx
愘	kw
愘	qz
匼	qzkk
殻	kr
殻	qb
殼	kr
殼	qb
𢈈	ke
𢈈	wa
剋	kwud
尅	kw
尅	kw
掯	kd
褃	kd
𠳁	kh
𢡆	kh
𣥤	kh
𤀊	kh
𥖞	kh
𨼯	kh
𪣩	kh
墾	kh
懇	kh
肎	kh
肻	kh
豤	kh
錹	kh
𩎤	kf
貇	kh
貇	ky
𣍟	kh
𣍟	wr
硍	kdug
硍	xnug
硍	giug
硍	ymug
㸧	kd
㸧	yn
𡞚	kj
𠠷	kg
𣢴	kg
𣫒	kg
𥉸	kg
𥑅	kg
𥒁	kg
𥒱	kg
𥥳	kg
𧀘	kg
𨌳	kg
𨌶	kg
𨍑	kg
劥	kg
牼	kg
硜	kg
誙	kg
銵	kg
鍞	kg
鏗	kg
阬	kg
𫟥	kg
妔	kg
妔	hj
𨋔	kg
𨋔	jb
䡰	kj
䡰	kg
硻	kg
硻	kj
挳	kg
挳	qm
摼	kg
摼	qm
𡷨	kg
𡷨	xl
𤗇	ka
𦁈	ka
㸜	ka
鞚	ka
𢙢	kf
𢪬	kf
𣏺	kf
𤆺	kf
𤤲	kf
𥥅	kf
𦶐	kf
𩲧	kf
𪫠	kf
𠀝	ks
𢃐	ks
𢷙	ks
𢽦	ks
𥔇	ks
𦱇	ks
𧌆	ks
𧚬	ks
𪔣	ks
𫞹	ks
㚚	ks
硿	ksug
躻	ks
錓	ks
鵼	ks
倥	ksrg
悾	ks
悾	kf
空	kfbg
涳	ks
涳	nj
㤟	kf
㤟	tm
𡠆	km
𢚫	km
𢟭	km
𣻎	km
𣿟	km
𥊧	km
𥲃	km
𦴎	km
𦶲	km
𧥣	km
𪄺	km
𪫎	km
㓂	km
䳹	km
冦	km
宼	km
敂	km
滱	km
窛	km
簆	km
蔲	km
釦	km
鷇	km
𢼃	kc
𤘘	kc
𨙫	kc
𨥴	kc
㔚	kc
劶	kc
𠛅	kz
𢄠	kz
𦬅	kz
䁱	kz
剾	kz
彄	kz
摳	kz
瞘	kz
𩀠	km
𩀠	go
瞉	km
瞉	ju
怐	km
怐	jc
𪇄	km
𪇄	ku
㲄	km
㲄	ku
䳟	km
䳟	ml
䳟	mq
𢂁	kz
𢂁	qb
𦛏	ki
𫏁	ki
𠺟	ky
𥞴	ky
𧊘	ky
𧿋	ky
𨐡	ky
𩱙	ky
𪌓	ky
㐣	ky
㠸	ky
䵈	ky
俈	ky
嚳	ky
庫	ky
廤	ky
焅	ky
瘔	ky
絝	ky
袴	ky
褲	ky
龲	ky
𡞯	ko
𥯶	ko
𩇵	ko
䇢	ko
狜	ko
𠠶	ku
𡀙	ku
𡑚	ku
𡑣	ku
𡗵	ku
𡶏	ku
𡼿	ku
𢏆	ku
𢼁	ku
𣗺	ku
𥈷	ku
𥌄	ku
𥟾	ku
𥧋	ku
𦜇	ku
𦡆	ku
𧠂	ku
𧷎	ku
𪍠	ku
𪠀	ku
𪥕	ku
𫖪	ku
𫜕	ku
㱠	ku
䧊	ku
堀	kuti
桍	ku
跍	ku
郀	ku
鮬	ku
𨡱	ky
𨡱	da
𩨳	ku
𩨳	du
𩑡	ku
𩑡	gh
楛	ko
楛	hy
秙	ky
秙	ku
𧿉	ky
𧿉	wy
𩑔	ku
𩑔	yl
㒂	ky
㒂	vp
𡕒	kz
𢓢	kz
𥏤	kz
𨃖	kz
㐄	kz
骻	kz
𢄳	kv
銙	kv
𠇗	kx
𡇚	kx
𥑹	kx
𨕺	kx
𨵧	kx
䯞	kx
咵	kx
舿	kx
𡗢	kx
𡗢	bh
姱	hynk
䋀	kz
䋀	hz
挎	kufk
𩊓	kv
𩊓	ky
夸	kzdk
誇	kx
誇	kz
趶	kz
趶	wy
𠜐	kj
𡉇	kj
𡼾	kj
𢾒	kj
𥢶	kj
𦔦	kj
𨛖	kj
𫂜	kj
𫞷	kj
㙕	kj
㙗	kj
䈛	kj
䭝	kj
䯤	kj
儈	kj
凷	kj
噲	kj
圦	kj
塊	kj
巜	kj
廥	kj
旝	kj
欳	kj
獪	kj
糩	kj
膾	kj
鄶	kj
鱠	kj
𠣲	ka
𡚅	ka
𣫉	ka
𦳋	ka
𩦱	ka
䓒	ka
擓	ka
浍	kjds
澮	kj
澮	hc
㔞	kj
㔞	kk
㔞	wg
㱮	kj
㱮	kc
㟴	kj
㟴	kn
㟴	wr
㬮	kj
㬮	nh
墤	kj
墤	tb
𢕫	ky
𢴪	ky
𣢻	ky
𣽟	ky
𥟓	ky
𫎉	ky
㯘	ky
䕀	ky
䥗	ky
䲌	ky
梡	ky
欵	ky
歀	ky
寛	kr
寬	kr
臗	kr
鑧	kr
髖	kr
窽	ky
窽	ce
窾	ky
窾	ce
𥦀	kr
𥦀	mu
䤭	ke
䤭	uu
䤭	sc
䤭	yo
𣴥	ka
𦥰	ka
𨖢	ka
𩷗	ka
𫏷	ka
狅	ka
誑	ka
軖	ka
軠	ka
鵟	ka
𡶢	kk
𡾇	kk
𣍦	kk
𣒸	kk
𥈏	kk
𦙿	kk
𧥌	kk
𨇁	kk
𪍿	kk
𪏪	kk
䊯	kk
䵃	kk
壙	kk
岲	kk
懬	kk
昿	kk
曠	kk
況	kk
眖	kk
砿	kk
礦	kk
穬	kk
絋	kk
絖	kk
纊	kk
貺	kk
軦	kk
鄺	kk
鉱	kk
鋛	kk
鑛	kk
黋	kk
儣	ks
懭	ks
𢼑	kl
𢼳	kl
𤝿	kl
𧻔	kl
𨀕	kl
𨏆	kl
𨴑	kl
𩢼	kl
𩬹	kl
䒰	kl
劻	kl
匩	kl
恇	kl
筺	kl
誆	kl
軭	kl
邼	kl
𨥑	kk
𨥑	gf
𨨭	kk
𨨭	gf
㤮	ka
㤮	gk
硄	kl
硄	gl
矌	kk
矌	go
爌	kk
爌	hs
𦚞	kl
𦚞	kk
忹	ka
忹	wk
抂	ka
抂	wk
抂	zs
𠃳	kb
𠈘	kb
𠊾	kb
𡌤	kb
𢌳	kb
𤵮	kb
𥜶	kb
𦝢	kb
𦮙	kb
𧍜	kb
𧡦	kb
𨾎	kb
𩕜	kb
𩠮	kb
𩲅	kb
𩲷	kb
𩵉	kb
𩹍	kb
𪆴	kb
㙓	kb
㚝	kb
䕫	kb
䟸	kb
䤆	kb
䧶	kb
䯓	kb
䳫	kb
巙	kb
晆	kb
楏	kb
楑	kb
犪	kb
藈	kb
蘷	kb
虁	kb
躨	kb
鄈	kb
鍨	kb
鍷	kb
頯	kb
騤	kb
𠣠	kc
𣧼	kc
𤆂	kc
𤏜	kc
𥏙	kc
𧂠	kc
𧄑	kc
𧑋	kc
𧝷	kc
𧷛	kc
𨣈	kc
𫍷	kc
𫝬	kc
㕟	kc
䈐	kc
䕚	kc
嘳	kc
媿	kc
嬇	kc
憒	kc
簣	kc
籄	kc
聭	kc
聵	kc
膭	kc
蕢	kc
謉	kc
餽	kc
饋	kc
𢜽	kn
𢼀	kn
𣄲	kn
𣥮	kn
𩓗	kn
㛻	kn
䠑	kn
蹞	kn
頍	kn
𡐠	kv
𡓰	kv
𡤞	kv
𡰂	kv
𥁇	kv
𩏣	kv
𪖢	kv
刲	kv
巋	kv
窺	kv
聧	kv
虧	kv
闚	kv
顝	kv
𠿥	kc
𠿥	gc
匮	gckr
匱	kc
匱	gc
傀	gvrg
殨	kc
殨	hc
潰	kc
潰	hc
𥪊	kn
𥪊	jy
蒉	kjcr
尯	kc
尯	kn
𧢦	kv
𧢦	kb
𧢦	gc
悝	lpxl
䖯	kb
䖯	wa
䍪	kc
䍪	wl
䦱	kn
䦱	wr
䫥	kn
䫥	wr
磈	kn
磈	wr
㨒	kb
㨒	wr
㨒	xq
𨾗	kb
𨾗	xq
𢈛	kt
𣰘	kt
𣱂	kt
𩤋	kt
㫻	kt
涃	kt
睏	kt
𡈋	ki
𧋕	ki
𨁉	ki
𩨫	ki
壼	ki
梱	ki
硱	ki
祵	ki
稇	ki
稛	ki
綑	ki
裍	ki
閫	ki
閸	ki
𠚯	ky
𡖉	ky
𣤿	ky
𥊽	ky
𥚛	ky
𦌸	ky
𧃣	ky
𧥊	ky
𨱙	ky
𨱤	ky
𩓽	ky
𩻋	ky
𩽞	ky
𪋆	ky
𪡓	ky
𪢬	ky
䖵	ky
堒	ky
崐	ky
崑	kyeb
晜	ky
潉	ky
熴	ky
猑	ky
瑻	ky
菎	ky
蜫	ky
裩	ky
褌	ky
錕	ky
騉	ky
髠	ky
髨	ky
鯤	ky
鵾	ky
鶤	ky
𣏔	kt
𣏔	ki
𦄐	ki
𦄐	mo
㩲	ki
㩲	qt
䠅	ki
䠅	tl
𠠎	ki
𡎒	ki
𡻙	ki
𢠛	ki
𥕏	ki
𦧍	ki
𦧔	ki
𧋣	ki
𨓈	ki
𨨱	ki
𨶐	ki
𩋻	ki
㗥	ki
䟯	ki
䦢	ki
䯺	ki
拡	ki
擴	ki
濶	ki
筈	ki
萿	ki
葀	ki
闊	ki
霩	ki
鞟	ki
鞹	ki
韕	ki
頢	ki
鬠	ki
括	gxfk
挄	ki
挄	gl
𤫵	ki
𤫵	gp
𪗽	ki
𪗽	hc
髺	ki
髺	yr
𤷟	la
𩋷	la
𡉆	ls
𤰚	ls
嚹	ls
𠾩	ll
𡅘	ll
𢃴	ll
𢉨	ll
𢔯	ll
𤀦	ll
𤊶	ll
𥀥	ll
𥀰	ll
𥈙	ll
𥖍	ll
𦆻	ll
𦇛	ll
𦒦	ll
𧗩	ll
𧙀	ll
𧩲	ll
𩑮	ll
𩘊	ll
𩯽	ll
𪇹	ll
𪗿	ll
𫞇	ll
㻝	ll
䂰	ll
䃳	ll
䏀	ll
䓥	ll
䱫	ll
揧	ll
楋	ll
溂	ll
瓎	ll
翋	ll
臘	ll
蝋	ll
蠟	ll
辢	ll
鑞	ll
鬎	ll
鯻	ll
𥗿	ld
𥘁	ld
𦎏	ld
藞	ld
𣤊	la
𤛊	la
𦒆	la
𩃜	la
𩤲	la
柆	la
菈	lacl
臈	ll
臈	gr
𨭛	ll
𨭛	gt
㕇	ls
㕇	la
磖	ls
磖	la
剌	lsud
揦	ll
揦	ls
攋	ll
攋	ls
櫴	ll
櫴	ls
㸊	ll
㸊	ls
㸊	lo
㻋	ll
㻋	lq
䗶	ll
䗶	lu
𦅶	ll
𦅶	lo
䝓	ll
䝓	lo
䪉	ll
䪉	lo
䶛	ll
䶛	lo
爉	ll
爉	lo
𧞪	ll
腊	xioo
搚	la
搚	xq
搚	xn
䟑	ld
䟑	yr
蜡	vlio
𠎙	lf
𢑬	lf
𢯦	lf
𣖤	lf
𤢗	lf
𤦃	lf
𤲓	lf
𦓹	lf
𧯲	lf
𧳕	lf
𧳟	lf
𨂐	lf
𫏌	lf
𫝫	lf
䅘	lf
䋱	lf
來	lf
倈	lf
崍	lf
庲	lf
棶	lf
淶	lf
猍	lf
琜	lf
筙	lf
箂	lf
萊	lf
逨	lf
郲	lf
錸	lf
騋	lf
鯠	lf
鶆	lf
麳	lf
𠘝	ls
𡃄	ls
𡃤	ls
𡓒	ls
𦆋	ls
𦧺	ls
𨇆	ls
𩳆	ls
𪈈	ls
𪢐	ls
𪧳	ls
𫇘	ls
㾢	ls
䓶	ls
唻	ls
瀨	ls
瀬	ls
癩	ls
睞	ls
籟	ls
藾	ls
賚	ls
賴	ls
頼	ls
顂	ls
鵣	ls
𢅭	lg
𧵭	lg
𨦂	lg
𨰋	lg
𫓳	lg
䂾	lg
襰	lg
癞	llbr
䚅	lf
䚅	ls
䠭	lf
䠭	ls
婡	lf
婡	ls
徠	lf
徠	ls
㚓	lf
㚓	lg
徕	lsil
䧒	lf
䧒	ll
䄤	ls
䄤	lk
䲚	ls
䲚	lh
𪑚	lf
𪑚	lo
㥎	lf
㥎	lo
㠣	ls
㠣	lu
𡂖	ls
𡂖	tl
𠓖	lk
𠼖	lk
𡮻	lk
𢅡	lk
𢊓	lk
𢛓	lk
𣋣	lk
𥌻	lk
𥜓	lk
𦧼	lk
𧼖	lk
𨅏	lk
𨈆	lk
𨊔	lk
𨬒	lk
𨷻	lk
𩈵	lk
𩔵	lk
𪇖	lk
𪧶	lk
𫔱	lk
𫞨	lk
㑣	lk
㘓	lk
㞩	lk
㳕	lk
䆾	lk
䍀	lk
䑌	lk
䦨	lk
䰐	lk
儖	lk
囒	lk
嵐	lk
幱	lk
攔	lk
斕	lk
欄	lk
欗	lk
瀾	lk
灆	lk
灡	lk
燣	lk
燷	lk
璼	lk
籃	lk
籣	lk
繿	lk
葻	lk
藍	lk
蘫	lk
蘭	lk
襤	lk
襴	lk
襽	lk
譋	lk
讕	lk
躝	lkzj
鑭	lk
闌	lk
韊	lk
𢒞	lh
𢹙	lh
𤂺	lh
𤃨	lh
𥗺	lh
𧸦	lh
𨈇	lh
𨣨	lh
𩉀	lh
𫏠	lh
㜮	lh
㱫	lh
嚂	lh
濫	lh
燗	lh
爁	lh
爛	lh
爤	lh
瓓	lh
糷	lh
钄	lh
𠓭	ll
𡒄	ll
𡓔	ll
𡽳	ll
𤑸	ll
𤣟	ll
𥦝	ll
𧮤	ll
𨎹	ll
𨣸	ll
𨤋	ll
𩟺	ll
𫝮	ll
㛦	ll
㨫	ll
㩜	ll
㰖	ll
䌫	ll
壈	ll
嬾	ll
孄	ll
孏	ll
懶	ll
擥	ll
攬	ll
欖	ll
浨	ll
灠	ll
纜	ll
覧	ll
覽	ll
醂	ll
顲	ll
㑑	ll
㑑	ju
㦨	lk
㦨	lh
䪍	lk
䪍	lh
爦	ll
爦	lh
䃹	lh
䃹	lk
𢉧	lk
𢉧	lz
啉	lkkm
惏	lk
惏	ln
䊖	ll
䊖	nl
䳿	lk
䳿	rk
懢	lk
懢	xn
𢽂	lj
𥍫	lj
𥧫	lj
𦵧	lj
𨞿	lj
𩷕	lj
𪁜	lj
𫗨	lj
㝗	lj
㟍	lj
㢃	lj
㱢	lj
䡙	lj
䯖	lj
䱶	lj
勆	lj
嫏	lj
斏	lj
樃	lj
欴	lj
瑯	lj
硠	lj
艆	lj
蓈	lj
蜋	lj
躴	lj
郒	lj
郞	lj
鋃	lj
鎯	lj
𠺘	lg
𢳑	lg
𣻡	lg
